review,service
Vous avez des téléconseillers impolis et incompétents !,fm
encore une fois une chute au niveau du debit adsl,adsl
"pas de possibilité de payement de ce qu'ils l'appellent ""e-facture""",ef
Bonjour Personne ne répond au service client (1298)après 5mn d'attente,sc
Le paiement en ligne ne fonctionne pas,ef
on veut plus d'offres forfaits mobiles,fm
Pourquoi tous les options d'internet se sont restés lr même prix sof l'option de 25G et plus chère que avant ,fm
Augmentation inexpressif des prix de l'internet mobile,fm
Connexion trés cher rendre 25g a 25dt,fm
offre 25 go a 30 dt c est la honte …,fm
Service médiocre très lent !! J'ai passé ma demande d'ADSL SMART depuis plus que 10 JOURS!!! toujours pas de réponse de votre part vous ne prenez même pas la peine de rappeler et vous excusez des retards... vous poussez votre clientèle à passer à la concurence ! Cliente mécontente !,sc
"Bonjour, le payement de facture TT est indisponible sur votre site, je ne peux pas me deplacer aux agences TT pendant le weekend. y'a il autre moyen de payer mes factures par internet ?",ef
Forfait internet 25Gb pour 30dt ?????? 😤😤😤😤,fm
Qualité de réseau catastrophique a la zone l'aouina!!!!,adsl
25 G pour 30 dt ?? Pourquoi ??,fm
 j'ai un problème avec l'ADSL problème de synchronisation depuis 3 jours ,adsl
Prix élevé de forfait,fm
Le service clientèle 1298 conseillère mal éduquée qui ne sait même pas écouter le client de plus elle hurle au téléphone c,sc
Trop cher le 25 go,fm
je veux payer ma facture fixe par internet et la connexion à votre site est impossible. Quand va telle reprendre?,ef
Forfait 25Go passe à 30d pourquoi?,fm
"Ma clé wingle ne marche plus. J'ai appelé le 1298 il m'ont demandé d'appeler le 1288 que j'ai appelé plusieurs fois et à chaque fois j'attends plus que 40 mn et personne ne répond. J'ai essayé d'envoyer un mail de reclamation mais un message me dit que le numéro du contrat est invalide alors que ce n'est pas le cas.
Une solution",sc
j'ai acheter un forfait de 2Go internet mais ça marche pas,fm
Ma ligne de tel fixe est coupée depuis le 24 juillet! ,adsl
 J'ai appeler le service client vous avez répondu tout gentiment que vous allez vous en charger.,sc
comment se fait que je reçoit un message me disant que mon forfait internet de 3dt vient d'être renouvelé alors que j'ai rien demandé.,fm
Probléme forfait internet !! activation non valide !!,fm
vos collègues au 1298 à trois reprises m'informent qu'ils ne prennent pas en charge et toujours pas de réponse,sc
Bjr un mois et une semaine que j'ai signé un contrat ADSL one avec orange ...un mois une semaine tjrs sans ligne fixe et biensur sans internet .......bravo Tunisie telecom,adsl
"L'ADSL est complètement instable dans la zone de cité él Ghazéla, Ennkhilet, Borj Louzir, Pôle technologique et aux environs!
La connexion ne tient même pas 5 min et s'interrompt durant 30 min voire plus, et cela depuis deux jours. Le problème vient de vous. On commence à en avoir marre!",adsl
Le technicien n'est toujours pas passer pour installer la ligne,st
"Bonjour
il y a un grand problème au niveau de réseau Tunisie Télécom à ksar haddada : le fixe ne marche l'internet (ADSL) aussi.
Ce problème persiste depuis hier 12h00.",adsl
"bonsoir, j'ai activé le forfait interner via *182# pour 500M je crois, bref je veux savoir comment puis-je suivre ma consommation ? Merci",fm
j'ai signé un contrat avec topnet depuis un mois concernant l'offre smart adsl + et jusqu'à maintenant votre service technique ne sont pas venus chez moi pour m'installer la ligne... j'ai recontacter topnet et il m'ont dit que le problème vient de votre part... a ce point une simple installation de ligne necessite tout ce temps!!!,st
Ca fait deux semaines que j'attends vos techniciens pour m'installer la ligne,st
service technique personne ne me repend ,st
"salut TT , lorsque j'ai activé le forfait de 500 Mo internet gratuit par l'utilisation de ce code *141# , je compose *122*24# pour suivre ma consomation mais ce message s'affiche ""problème de connexion ou code ihm non valide""",fm
J’arrive pas à avoir un login malgré que j’ai suivi les étapes indiquées!!,app
Une application banal et nulle qui n'atteint pas à l'origine les niveaux plus bas d'applications.pfffff Elle n'a rien à voir et il ne fonctionne pas,app
Bonne application et très utile merci TT Mais reste a améliorer,app
"Une société exploiteuse a levé 5 dinars dans le forfait le plus recherché de Tunisie et ne pense pas à ses clients, tous préoccupés par le profit financier.",fm
L’application se déconnecte et bug trop sur IOS 14.3 (Iphone Xs Max),app
"L’app ne fonctionne plus depuis des semaines mais, je l’ai désinstallé et réinstallée ça a fonctionné merci",app
Null forfait 25g a 30d !!!!!,fm
C'est pas utile !!!!!!,app
Très bon application merci TT,app
Elle ne veut pas s installer,app
je conseille télécharger apk,app
vous êtes en train de lever les prix de l'internet mobile qui est nul,fm
c'est une application chienne et menteur je vous conseille de ne pas l'installer,app
Rire .. est ce qu'il est vrai que cette application est de tunisie telecom elle est  lourd et en plus compliqué ?? L'application doit être simple et ne dépasse pas 3MB,app
Problème de connexion persiste toujours là connexion coupe plus que 10 fois par jour depuis la semaine dernière,adsl
"Prier d'intervenir le plutôt possible de réparer le panne et manque de connexion qu'il a eu maintenant 4 jours après avoir interpeller vos services qui nous promis à chaque fois de résoudre le problème mais pas de neuf jsq maintenant malgré le changement de modem et malgré vos promesses
sachant que je ne préfère pas la réponse fameuse"" votre réclamation est en cours de traitement """,st
savoir comment passer le forfait netbox 4g data only ils ont dit payer 1 dinar et tu trouve 1go j'ai payer 2 dinar et  rien,fm
"Impossible de créer un compte, message d'erreur en permanence... Avant de lancer une application on l'a teste ! Si je n'étais pas habitué je serai déçu 👎	",app
Actuellement l'application est inaccessible,app
"Cela fait plus de 3 semaines que j'ai fait une demande d'abonnement en ligne, et toujours pas de retour, merci de revenir vers moi dans les plus brefs delais.",sc
Le problème c'est qu'il y a toujours une mauvaise connexion et très faible débit mise à part la perturbation,adsl
"Le problème de connexion n’a pas été résolu chez moi, malgré deux réclamations. Aucun changement et aucun retour de votre part. Très déçue de votre service client…",sc
Le problème persiste encore 3 jours la connexion est trés perturbée,adsl
"e passe forfait 10,5dt ne dure pas que 15j malgre j'ai pas ouvrir des videos  !!!!! deçue :/",fm
application n'apporte aucun avantage nul,app
Je desinstalle (Quel intérêt de vous !!! rien),app
elle n'ouvre pas,app
raiment très déçue...service technique te laisse 30mnt d'attente et pas de signe de vie.,st
"L'application manque beaucoup de choses l'interface est vide, vous ne pouvez pas connaissez le bonus, l'internet restante, ... Regardez l’interface d’Orange, et Faitez comme elle",app
"pourquoi tous les transactions passait par le compte bancaire ,et celui qui n'a qu'un compte postal comment peut il conclut ses factures? ",ef
Je déteste les mises a jour exagérées,app
les prix de l'internet mobiles sont Trop chers,fm
La connexion est trés faible depuis une semaine je reçois juste 2.30mb je paye pour 8mb c'est pas normal !!!!!!!!!!!!!!,adsl
beaucoup de bug et trés lente,app
vraiment vous êtes le plus mauvais aprés ooredoo la mauvaise pus que j'ai acheter j'achete un forfait il se termine rapidement ,fm
j'ai déja l'application  pourquoi elle me demande de la télécharger,app
L'application très lente et ne répond pas aux exigences du client,app
Le paiement ne fonctionne pas ,ef
"chaque jour un nouveau mise a jour, c'est pas possible",app
merci pour 1G belle application,app
Voulez-vous s'il vous plaît permettre le paiement par carte postale,ef
Je ne peut pas telecharger ilya un problme	,app
"malgré les réclamations , aucune réponse",sc
salut pk je ne peut pas accéder a mon compte avec l'application j'ai fait l'inscription mais je ne peut pas accéder,app
Chaque jour un problème de connexion,adsl
arreter les mise a jour,app
"le problème persiste, je n'ai pas de connexion depuis 3 semaines maintenant.",adsl
J'ai installé l'application my tt mais je n'ai pas reçu 1g gratuit,app
J'ai installé l'application mais je n'ai pas reçu 200 mo gratuit comme vous avez dit Et je veux une réponse rapidement,app
Debit non conforme,adsl
"des réclamations enregistrés, pas d'explication, service client absent, des réponses programés, c'est purement de l'arnaque digitale.",sc
Merci beaucoup pour les application,app
"Malgré plusieurs appels à votre service client, le problème persiste sans aucune explication sérieuse ne m'ait été donnée.",sc
Nul vraiment ! Je viens de la desinstaller,app
"Bonsoir,
Réclamation débit non conforme ",adsl
Supprimer ça de Google play,app
service technique même réponse en cours de traitement,st
se plante automatiquement,app
toujours meme probleme ... voyant adsl clignote en vert et pas de tonaliter,adsl
"Je paye 35dt pour 2mg au lieu de 12
Et la nuit je ne trouve que 1mg
Depuis 4mois",adsl
"l n'est pas normal que vous traitiez les réclamations de vos clients de cette façon.
J'ai fait plusieurs réclamations et à chaque fois, on me sort des réponses préétablies.",sc
trop de beug! merci de bien tester vos applis,app
la honte vos services techniques ma ligne dérangée depuis deux semaines 6 réclamations aucune manifestation vraiment la honte je recommande tout le monde de changer d'opérateurs,st
Je suis pas satisfaite avec l'application,app
"j'ai tester le paiement par carte bancaire, il ne fonctionne pas	",ef
Très utile comme application,app
app zéro n fois vous m'envoyer le mp et toujours mp invalide et même vos questions banales ne sont pas bien structures,app
Je n'arrive pas à payer avec ma carte bancaire il est préférable d'adopter cette option,ef
l application est parfaite mais je n ai pas recu le 1G !!,app
 j'ai effectué une reclamation sur cette application mais ps de reponse j'ai appelé le 1298 et le 1288 mm pas un recharger de clientele qui répond c'est vraiment honteux pour une société coome TT.	,sc
N'a pas pu être installée 2jours en attente,app
Recharger par carte bancaire n'est pas fiable,ef
"C'est une très bonne app, une très belle création de tt",app
l'application se plante au démarrage,app
"Pas de connexion depuis jeudi , merci de vérifier le plus tôt possible ; 71601657",adsl
chaque entré tu dois ecrire le mots de passe😂🤣chaque 3 jour mise a jour page acueille le plus deficile des aplication vous devez faire formation a india,app
Pas de connexion depuis 20 jours,adsl
" j'ai lancé un appel via 1298, j'ai attendu plus que 48 heures , j'ai renouvelé l' appel nième fois mais sans aucun issue",sc
"à chaque fois que j'utilise l'application ils disent qu'il faut faire un mise a jour, c'est pas normal",app
à chaque fois que tu fait un mis a jour le compte sera fermé jusqu'a faire une mise a jour,app
service technique est un service indisponible ,st
"ça marche pas sur android 9, y a t il une mise à jour proche",app
"Bonjour, je n’ai pas de connexion depuis deux jours aujourd’hui c’est le troisième jour apparemment il s’agit d’un problème à la centrale Ennasr 2.",adsl
Cette application est médiocre et manque de nombreuses fonctionnalités,app
c la honte j'ai appeler le service cilent et personne ne répond ,sc
C'est facile et correcte comme application,app
Moi aussi j'ai un problème d'internet depuis deux semaines,adsl
"service clientel ne répond pas, jai appeler 1298 plus que 20 fois et sans réponse",sc
null applications avec beaucoup de bug,app
ligne dérange depuis 17/11/2020 jusqu'au maintenant...70563506,adsl
24 /11/2020 ... première réclamation.....et d apres cet jour je fais 8 rappelles de réclamation...maintenant le 10 Janvier 2021 we telephone encore dérange,sc
Sa fait une semaine que j'attends la visite d'un technicien Tunisie telecom.,st
Un jour de plus sans connexion déjà 8 jours évidemment payé +ADSL +IP TV,adsl
"Je me demande est ce que les équipes de service technique de Tunisie Télécom sont infectés par COVID-19 ou quoi? Il sonne sur les numero téléphoniques ci-dessous et pas de reponse!
71841678
71933740
71933950",st
Mais vous êtes catastrophique c'est vraimenet honteux comment vous traitez les demandes de vos abonnés..,sc
 la débilité des process .... l'incompétence des techniciens que vous envoyez ..... vraiment vous êtes nuls .... je suis très déçue,st
Les forfait internet TT s'épuisent sans avoir passer une heure d'utilisation ! C du vol.,fm
qualité de service mediocre. Reclamation faite depuis plus de10 jours sans réponse,sc
 2 reclamations avec le service client mais sans retour ni suivi,sc
réparez tout d'abord les ligne adsl ,adsl
"je rencontre des problèmes de connexion depuis 28_07_2020. En effet, la connexion est inexistante",adsl
J'attends depuis 3 mois un modem pour une connexion fibre optique !!!! Quel service !!!,sc
"Sujet : renouvellement automatique des forfaits internet.
Le forfait 200 mo c'est renouvelé automatiquement et j'ai perdu toute ma recharge de 5 dt alors que j'ai consommé que ma première inscription. La normal c'est qu'on demande nous le renouvellement automatique et qu'il soit fait automatiquement et on demande l'inverse c'est à dire la deactivation. Dans mon cas j'ai pas trouvé de solde alors que j'ai été dans l'urgence.",fm
le forfait internet qui coute 900 millime était renouvelé automatiquement. L'activation demande une ou deux secondes pourquoi ce renouvellement automatique. Est ce qu'on a des 100 de dinars de recharge dans nos téléphones ????,fm
Depuis 13 jours j'ai fait une réclamation mais sans réponse,sc
Comment je peux désactiver le forfait internet 750Mo/7jours. Renouvellement automatique,fm
Ça fait une semaine que j'attend un technicien ,st
L'interface pour gérer la ligne et payer les factures ect... ne marche plus... est ce que c'est temporaire ou quoi ?,ef
Svp j'ai un problème de connexion ma ligne ne supporte plus que 6 M,adsl
Ligne sans tonalité depuis 2 mars,adsl
 il faut penser à le changer ou à les former pour améliorer le service client car ils sont nuls et tres pas professionnels .,sc
Smart ADSL n'a dû Smart que le nom. arrêt de la connexion depuis mercredi,adsl
"des réclamations quotidienne et rien de sérieux, une équipe technique q j attend depuis",st
J’ai un problème de connexion internet insolvable depuis des semaines qui serait du à la qualité de câblage (tonalité brouillée !).,adsl
"manque le service de paiement des factures ( STEG, SONEDE, Telephone...)",ef
"les forfaits internet à revoir on a besoin des plus de propositions pour le 1, 2 G.",fm
manque la notification des recharges provenants d'un compte bancaire et leur traçabilité dans l'historique,ef
Le forfait Facebook plus (660mo =3dt) est automatiquement renouvelable alors que vous avez oublié de le mentionné,fm
"votre service client, les admins dénués de tout professionalisme de votre page qui distribuent des bans à tort et à travers.etc…",sc
je ne trouve pas le paiement facture STEG ,ef
j'ai pas reçu le 1 Go internet apres faire installer et se faire connecter,app
 j'arrive même pas a voir ma facture pour pouvoir la payer. encore jamais l'historique de mes factures,ef
ca bug sur samsung A50.ca marche pas,app
le payement par compte postal ne se fait plus,ef
"Le 03/09/2020 j'ai renouvelé forfait 25 Go.. Après une vérification j'ai constaté la d'expiration 01/11/2020.. Au lieu au 03/11/2020 d'où un manque de 2 jours, comment peut on appeler ça ?? C'est vraiment pas sérieux de votre part ",fm
Chaque semaine je fais mis a jour sa coute vraiment cet un app simple vraiment,app
Augmentation du tarif 25Go de 5 Din et réduire la durée de validité de 30 à 28 jours c'est de l'escroquerie claire.,fm
Application elle fonctionne pas bien un jour elle marche une semaine bloquée zéro,app
J'ai pas des problèmes avec l'ancienne application mais je veux juste la version nouvelle	,app
j'ai une petite reproche à faire concernant la durée de validité du forfait 25go j'espère qu'elle restera deux mois tout au long de l'année,fm
Maj hebdomadaires obligatoires sinon l app ne marche pas Parfois ça bugg et se ferme toute seule,app
"Le plus mauvais service. Une heure en attente de conseiller client, et pas de réponse",sc
"bonjour, ça ne fonctionne pas sur samsung A50",app
"Je ne peux pas payer ma facture ,un msg d'erreur apparait",ef
On m'oblige à faire la mise à jour à chaque fois si non je ne peux pas y accéder N'importe quoi,app
divers réclamations au service clients tt jusqu'à ce jour sans suite !!!,sc
l'application ne fonctionne pas !!! veillez fixer les problèmes,app
"J'ai rechargé mon forfait internet 25GB pour 30jour,le jour d'expiration nais même pas arrivé et la mon forfait internet a été coupé sans raison",fm
"Les MAJ sont très fréquentes , impossible de faire des recharges sans màj , parfois on a pas assez de solde pour la maj ...c embêtant",app
"je n'utilise que deux à trois fois mon forfait internet dans la journée puisque j'ai un wifi, mais il a été coupé sans aucune raison ",fm
Tres belle application pour nos cheres clients tunisie telecom,app
Le prélevemnt des donnés ne correspond pas par apport la consomation d'internet.😡😡,fm
il y a trucage au niveau de l'abonnement facebook forfaits. les 440 Mo se consomment rapidement pas comme avant. Passage de 500 à 440 et de 30 j à 21 j m'a donné une mauvaise impression,fm
Mauvaise application Voila tout court,app
Application très basique et design dépassé,app
Les détenteurs d'une carte de la poste ou d'une carte edinar ne peuvent ni effectuer une recharge ni bénéficier des avantages des réductions.,ef
"Bj, j ai un problème de connexion à mon compte, j arrive pas à accéder à mon compte portant le login et le mot de passe sont correct. Pouvez vous m aider et merci",app
Pourquoi le forfait 25 Go est passé subitement de 25 à 30 DT C du vol !,fm
impossible de ce connecter elle demande des mise à jour sans mise ajour disponible,app
"augmentations des tarifications des forfaits internet sans aucune notication, de plus qualité du reseau internet degradée",fm
Dsl j'ai pas aimé cette application Car je trouve pas mes points fidélité à chaque fois,app
Ca buge toujours en plus elle est lentr en execution,app
changement tjr de tarif sur tt 25 go internet... vous êtes des exploitant malheureusement,fm
"A chaque utilisation, je dois faire une mise à jour pour pouvoir utiliser l'appli",app
Paiement des factures ne fonctionne pas,ef
on nous oblige a mettre a jour l'application si non elle ne fonctionne pas 😡😡😡😡😡,app
30dt forfait 25 go c trop Il faut payer 34.200 pour avoir 25go au lieu de 28.500 c trop,fm
Je ne peux pas accéder à cette application,app
Service client null pas de réponse de la part de plusieurs conseillers détailė,sc
Dommage qu'on ne peut pas recharger avec Edinar!!,ef
"l'apk ne s'ouvre pas,j'ai tjrs un msg d'erreur : my tt s'est arrêté. je l'ai désinstallé puis réinstaller mais tjrs rien.c'est très énervrant",app
J'ai du mal à payer ma facture en ligne,ef
l'application My TT aprés le derniere mise a jour n'est plus fonctionnel sur les smartphone huawei priere d'intervenir,app
Arnaque augmentation des prix des forfaits sans justificatif,fm
L'application ne marche pas.. Problème de connection.. Veuillez bien vérifier votre application avant de faire une publicité. Merci,app
Le service client de tt 1298 non fonctionnel,sc
tres bonne application par contre la dernière mise a jour ne s'ouvre pas merci de trouver une solution à ce probléme,app
N'accepte pas la carte de paiement de la poste,ef
App simple a utilise et me facilite plusieurs truc mais trop de mise à jour toujours des mise à jour et pas de nouveauté fel application je change mon avis de 5 a 3 étoiles.,app
C'est l'application la plus inutile au monde du n'importe quoi	,app
5dt augmentation tarif forfait 25go vraiment c honteux de votre part,fm
C'est une app nul l'application ne répend pas,app
"Une application plein de bugs, et avec une plaque men dari qui masque le contenu et ne pemet pas un suivi exhaustif de la consommation et des abonnements payants aux services, médiocre.",app
paiement de la facture simple et 'instantané,ef
J'arrive pas a installer l'application j'appuie sur installer ça tourne et ça reste en attente le téléchargement ne commence pas!!!,app
L'application s' ouvre plus!!! J l'ai réinstallée et tjrs le mm problème! !!!	,app
je peux payer et suivre mes factures sans déplacement à l'agence. Bravo TT ,ef
trop de mis à jour pour rien,app
"Il y'a manque de services sur votre application, comme la liaison entre portable et fixe. ",app
Toujours erreur lors de paiement en ligne je peux pas payer,ef
"Je ne peux plus joindre mon appli my tt elle ne marche plus, je l'ai désinstallé puis l'installé c la même aucun signe",app
Bonjour Depuis le mois de mars l'application est devenue gênante.,app
Je suis déçu de TT ligne adsl installée depuis 15/11/2020 jusqu'aujord'hui 02/12 avec des réclamations quotidiennement et encore pas d'internet,adsl
"ligne 71470991 connexion couper depuis hier et ce n'est pas la première fois, encore c'est plus grave quand on est télétravail.",adsl
"Apres la derniere mise a jour ,je n'arrive pas a ouvrir l'application, elle se plante au demarage",app
"Bonjour, svp ajouter dans l'application my TT Scanner la carte de recharge merci d'avance",app
je vous informe que ma connexion internet est suspendue depuis samedi 10 avril,adsl
j'avais l'application depuis presque deux mois et je la trouvais très sympa et correcte. y a pas longtemps j'essayais d'effectuer une recharge en ligne via l'application on m'exige de faire la mise à jour. La mise à jour en question ne s'effectue pas (...) je désinstalle et réinstalle My TT mais j'y arrive toujours pas... je suis incapable de télécharger l'application. des explications ??? merci,app
 Vous compliquer beaucoup les choses au lieu de facilité le payement en ligne,fm
Ne fonctionne pas après la MAJ,app
"le technicien est venue pour faire l'installation de la ligne téléphonique, mais sans résultat",st
manque le suivi du bonus TT,app
"Malheureuse expérience service mauvais, application lente",app
Problème coupure d internet et adsl depuis 3jrs 79491977,adsl
Application très pauvre je ne peux même pas suivre ma consommation internet,app
Ligne 72316979et 72316094 problème coupure d internet depuis hier voyant ADSL clignote et s éteint le problème et qu on est en télétravail en ce moment et on a pas d autre solution 🙁,adsl
Application nulle tu n aboutira à aucun service,app
J'arrive pas à joindre votre service client!!,sc
L'application ne veut plus démarrer,app
Aujourd'hui 31/10/2020 services de paiement électronique via carte bancaire ne fonctionne pas,ef
À chaque fois l application se bloque,app
Problème de connexion 70664896 depuis un mois,adsl
Cette application m'a plu. Merci infiniment Tunisie Télécom,app
"Sivp, l connexion ne dépasse pas les 7 mega , alors que normalment 12",adsl
Service mediocre aucun respect envers le client des conseillers avec un degré d'impolitesse incroyable,sc
"Arrêter SVP l'obligation de passer l'upgrade lors de l'ouverture de l'application, sinn on reste bloquer.",app
Pourquoi impossible de rejoindre votre service client par téléphone ?!!,sc
mise à jour ne signifié pas chaque jour on le mise. stop free. si vous avez pas d'argent je peux payer une bonne application pour vous.,app
Ça fait plus d’un mois que la connexion se coupe trop souvent trop c’est trop,adsl
"Merci tt pour la connexion a 12mb/s, je dépasse pas les 4 quand cela fonctionne et je ne parle même pas de la latence ou de la perte de paquet",adsl
Lors de chaque dde de recharge l'application me dde de faire une mise a jour de l'application,app
Depuis la derniere mise à jour l'application ne repond pas,app
Coupure d'internet inexpliquée.,adsl
"Bonne application, pour la modification de compte , correction du nom ou autre renseignement , après la validation aucun changement constater ?",app
Problème technique non résolu !,st
Plusieurs mises à jour exigés dans des courts intervalles de temps Application limitée en options,app
 je n'arrive pas toujours a recharger via carte bancaire,ef
"Impossible de payer mes factures depuis plus d'une semaine, c'est énervant à la fin",ef
"Je vous contacte sur 1290, personne ne repond",sc
Il y a quelques jours l'application ne fonctionne pas correctement. Est-ce qu'il y a un problème ou je dois installer une deuxième fois?,app
Toujours pas de connexion internet depuis 3 mois 71728800,adsl
Facile à utiliser mais il ya beaucoup des mise à jour,app
Après le mise à jour l'application ne fonctionne plus je compose le code de mon compte mais rien ce passe,app
Problème de paiement en ligne ca fait plus que 3 jours et ça marche pas !!!!,ef
"Trop de mises à jours obligatoires, mais application formidable, merci",app
"il y a un problème, pour le paiement par carte bancaire, merci de le résoudre svp",ef
Application lente c'est honteux opretaur monopole fi tounes il s'interesse pas a ameliorer l'application tout en sachant que on a les meuilleurs profils des informaticiens en tunisie,app
Je souffre d'une rupture de connexion sur ma ligne adsl 71475737 depuis 4 jours,adsl
Pourquoi vous exiger a chaque fois la mise à jours pour pouvoir connecter ? Je vais la désinstaller.	,app
J'ai contacté votre service technique hier pour un problème de connexion on m'a dit que je serais contacté et depuis aucune nouvelle,st
Elle est bloqué juste après la mise à jour elle n'affiche rien l'écran est blanc.,app
aujourdh'hui un technicien de Tunisie Telecom vient chez moi pour me dire que ma demande est accepter mais avec 10 Mega ET NON 12 M...est ce que c'est normale?,st
Pourquoi l'application ne fonctionne pas sur mon appareil Samsung galaxie? ??????!!!!!,app
"Comment je peux contacter le service client? J'ai passé une reclamation qui a été clôturée sans suivi. J'ai essayé tous les numéros, mais en vain!!",sc
"Essayez de moderniser votre application, comparez vous avec les autres opérateurs en Tunisie vous êtes loin de leurs niveaux, ou même dans le monde. Soyez concurrentiel et smart.",app
 il faut penser à améliorer le procédure de paiement,ef
tres lente a ouvrir.Elle plante et ne s'ouvre pas.,app
Me demande de mettre a jour a chaque ouverture,app
"Je suis déçue par la qualité de votre service depuis 25 mars ma ligne adsl est suspendue, plusieurs réclamations, rien n'est résolu vraiment dommage",sc
"Je l'ai abandonné vu que Tunisie Telecom nous oblige à la mettre à jour chaque semaine rien que pour insérer ses jeux bidons.. vous pouvez programmer un un module téléchargeable sans autant nous obliger à mettre à jour, sinon changez de développeur.",app
ça fait deux semaines sans connexion ,adsl
Après la mise à jour l'application ne s'ouvre plus toujours le message d'erreur qui s'affiche.,app
J'ai pas de connexion depuis le 22-03,adsl
Personne ne répond au service client (1298)après 5mn d'attente…,sc
Pendant chaque utilisation de l'application elle demande un mise à jours. L'application ne permet pas de sauvegarder le mot de passe et le plus catastrophique l'application se bloque pendant le mise à jours ou pendant l'ouverture. Merci de demander à un étudiant de faire comme PFE une application plus efficace et jeter celle ci à la poubelle.,app
"Bonjour, la connxion est très lente et tout le temps coupée, que faire SVP?",adsl
Désolé mais la dernière mise à jours ne marche plus? ?????????? SVP corriger ce problème le plus vite possible .merci.,app
Internet coupé la ligne téléphonique est sans tonalité,adsl
un mois j ai fais les réclamations pour corriger la facture ce que c'est passé 1. la facture n'est pas corrigé encore c'est 63.888 au lieu de 36 2.,ef
Problème de connexion depuis le matin ,adsl
Je veux un technicien pour résoudre le problème sinon je vais terminer le contrat,st
Problème de lenteur de connexion,adsl
"c'est une honte, ils bloquent tout moyen de communication, appeler 1290 essayez ça ne répond pas, aucun numéro fonctionnel",sc
il faut vous vérifiez la vitesse de votre service client,sc
"Aucune assistance technique, Appel support technique 45 mn sans réponse !!!",st
"J'ai besoin d'un technicien s'il vous plaît
C'est pas normal !! Le problème persiste malgré j'ai fais tous les testes nécessaire",st
"numéro service client est toujours occupé
Qu'est-ce que je vais faire ???",sc
